2020-12-07,122.309998,124.570000,122.250000,123.750000,123.355827,86712000,Apple
2020-12-08,1810.099976,1821.900024,1796.204956,1818.550049,1818.550049,1096300,Google
2020-12-08,3158.899902,3184.129883,3120.020020,3177.290039,3177.290039,3286300,Amazon
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.983818,82225500,Apple
2020-12-09,1812.010010,1834.270020,1767.810059,1784.130005,1784.130005,1507600,Google
2020-12-09,3167.889893,3174.429932,3088.000000,3104.199951,3104.199951,4100800,Amazon
2020-12-09,124.529999,125.949997,121.000000,121.779999,121.392097,115089200,Apple
2020-12-10,1769.800049,1781.310059,1740.319946,1775.329956,1775.329956,1362800,Google
2020-12-10,3088.989990,3142.100098,3076.000000,3101.489990,3101.489990,3030200,Amazon
2020-12-10,120.500000,123.870003,120.150002,123.239998,122.847450,81312200,Apple
2020-12-11,1763.060059,1784.449951,1760.000000,1781.770020,1781.770020,1220700,Google
2020-12-11,3096.659912,3118.669922,3072.820068,3116.419922,3116.419922,3064700,Amazon
2020-12-11,122.430000,122.760002,120.550003,122.410004,122.020096,86939800,Apple
2020-12-14,1775.000000,1797.390015,1757.214966,1760.060059,1760.060059,1600200,Google
2020-12-14,3143.000000,3190.469971,3126.000000,3156.969971,3156.969971,4155800,Amazon
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.392097,79184500,Apple
2020-12-15,1764.420044,1771.420044,1749.949951,1767.770020,1767.770020,1482300,Google
2020-12-15,3181.010010,3188.500000,3130.489990,3165.120117,3165.120117,3319500,Amazon
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.472664,157243700,Apple
2020-12-16,1772.880005,1773.000000,1756.079956,1763.000000,1763.000000,1513500,Google
2020-12-16,3176.010010,3247.000000,3163.679932,3240.959961,3240.959961,4427600,Amazon
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.402893,98208600,Apple
2020-12-17,1768.510010,1771.784058,1738.660034,1747.900024,1747.900024,1624700,Google
2020-12-17,3250.000000,3263.510010,3221.000000,3236.080078,3236.080078,3474300,Amazon
2020-12-17,128.899994,129.580002,128.039993,128.699997,128.290054,94359800,Apple
2020-12-18,1754.180054,1755.109985,1720.219971,1731.010010,1731.010010,4016400,Google
2020-12-18,3243.989990,3249.419922,3171.600098,3201.649902,3201.649902,5995700,Amazon
2020-12-18,128.960007,129.100006,126.120003,126.660004,126.256561,192541500,Apple
2020-12-21,1713.510010,1740.849976,1699.000000,1739.369995,1739.369995,1828400,Google
2020-12-21,3200.010010,3226.969971,3166.000000,3206.179932,3206.179932,3836800,Amazon
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.821548,121251600,Apple
2020-12-22,1734.430054,1737.405029,1712.574951,1723.500000,1723.500000,936700,Google
2020-12-22,3202.840088,3222.000000,3180.080078,3206.520020,3206.520020,2369400,Amazon
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.459930,168904800,Apple
2020-12-23,1728.109985,1747.989990,1725.040039,1732.380005,1732.380005,1033800,Google
2020-12-23,3205.000000,3210.129883,3184.169922,3185.270020,3185.270020,2093800,Amazon
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.542862,88223700,Apple
2020-12-24,1735.000000,1746.000000,1729.109985,1738.849976,1738.849976,346800,Google
2020-12-24,3193.899902,3202.000000,3169.000000,3172.689941,3172.689941,1451900,Amazon
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.549637,54930100,Apple
2020-12-28,1751.635010,1790.728027,1746.334961,1776.089966,1776.089966,1393000,Google
2020-12-28,3194.000000,3304.000000,3172.689941,3283.959961,3283.959961,5686800,Amazon
2020-12-28,133.990005,137.339996,133.509995,136.690002,136.254608,124486200,Apple
2020-12-29,1787.790039,1792.439941,1756.089966,1758.719971,1758.719971,1299400,Google
2020-12-29,3309.939941,3350.649902,3281.219971,3322.000000,3322.000000,4872900,Amazon
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.440399,121047300,Apple
2020-12-30,1762.010010,1765.094971,1725.599976,1739.520020,1739.520020,1306100,Google
2020-12-30,3341.000000,3342.100098,3282.469971,3285.850098,3285.850098,3209300,Amazon
2020-12-30,135.580002,135.990005,133.399994,133.720001,133.294067,96452100,Apple
2020-12-31,1735.420044,1758.930054,1735.420044,1751.880005,1751.880005,1011900,Google
2020-12-31,3275.000000,3282.919922,3241.199951,3256.929932,3256.929932,2957200,Amazon
2020-12-31,134.080002,134.740005,131.720001,132.690002,132.267349,99116600,Apple
2021-01-04,1757.540039,1760.650024,1707.849976,1728.239990,1728.239990,1901900,Google
2021-01-04,3270.000000,3272.000000,3144.020020,3186.629883,3186.629883,4411400,Amazon
2021-01-04,133.520004,133.610001,126.760002,129.410004,128.997803,143301900,Apple
2021-01-05,1725.000000,1747.670044,1718.015015,1740.920044,1740.920044,1145300,Google
2021-01-05,3166.010010,3223.379883,3165.060059,3218.510010,3218.510010,2655500,Amazon
2021-01-05,128.889999,131.740005,128.429993,131.009995,130.592697,97664900,Apple
2021-01-06,1702.630005,1748.000000,1699.000000,1735.290039,1735.290039,2602100,Google
2021-01-06,3146.479980,3197.510010,3131.159912,3138.379883,3138.379883,4394800,Amazon
2021-01-06,127.720001,131.050003,126.379997,126.599998,126.196747,155088000,Apple
2021-01-07,1740.060059,1788.400024,1737.050049,1787.250000,1787.250000,2265000,Google
2021-01-07,3157.000000,3208.540039,3155.000000,3162.159912,3162.159912,3514500,Amazon
2021-01-07,128.360001,131.630005,127.860001,130.919998,130.502991,109578200,Apple
2021-01-08,1787.979980,1809.839966,1773.535034,1807.209961,1807.209961,2050600,Google
2021-01-08,3180.000000,3190.639893,3142.199951,3182.699951,3182.699951,3537700,Amazon
2021-01-08,132.429993,132.630005,130.229996,132.050003,131.629379,105158200,Apple
2021-01-11,1786.069946,1794.314941,1760.520020,1766.719971,1766.719971,1209700,Google
2021-01-11,3148.010010,3156.379883,3110.000000,3114.209961,3114.209961,3683400,Amazon
2021-01-11,129.190002,130.169998,128.500000,128.979996,128.569168,100384500,Apple
2021-01-12,1753.920044,1778.040039,1725.310059,1746.550049,1746.550049,1357000,Google
2021-01-12,3120.000000,3142.139893,3086.000000,3120.830078,3120.830078,3514600,Amazon
2021-01-12,128.500000,129.690002,126.860001,128.800003,128.389740,91951100,Apple
2021-01-13,1738.579956,1765.035034,1738.010010,1754.400024,1754.400024,1094100,Google
2021-01-13,3128.439941,3189.949951,3122.080078,3165.889893,3165.889893,3321200,Amazon
2021-01-13,128.759995,131.449997,128.490005,130.889999,130.473083,88636800,Apple
2021-01-14,1753.619995,1775.010010,1733.400024,1740.180054,1740.180054,1179500,Google
2021-01-14,3167.520020,3178.000000,3120.590088,3127.469971,3127.469971,3070900,Amazon
2021-01-14,130.800003,131.000000,128.759995,128.910004,128.499405,90221800,Apple
2021-01-15,1738.189941,1756.000000,1721.550049,1736.189941,1736.189941,1342200,Google
2021-01-15,3123.020020,3142.550049,3095.169922,3104.250000,3104.250000,4244000,Amazon
2021-01-15,128.779999,130.220001,127.000000,127.139999,126.735023,111598500,Apple
2021-01-19,1752.250000,1809.275024,1741.459961,1790.859985,1790.859985,1734600,Google
2021-01-19,3107.000000,3145.000000,3096.000000,3120.760010,3120.760010,3305100,Amazon
2021-01-19,127.779999,128.710007,126.940002,127.830002,127.422829,90757300,Apple
2021-01-20,1831.459961,1903.709961,1825.530029,1886.900024,1886.900024,2490300,Google
2021-01-20,3181.989990,3279.800049,3175.000000,3263.379883,3263.379883,5309800,Amazon
2021-01-20,128.660004,132.490005,128.550003,132.029999,131.609451,104319500,Apple
2021-01-21,1898.000000,1934.859985,1887.109985,1891.250000,1891.250000,2063900,Google
2021-01-21,3293.000000,3348.550049,3289.570068,3306.989990,3306.989990,4936100,Amazon
2021-01-21,133.800003,139.669998,133.589996,136.869995,136.434021,120150900,Apple
2021-01-22,1895.680054,1910.949951,1881.760010,1901.050049,1901.050049,1272100,Google
2021-01-22,3304.310059,3321.909912,3283.159912,3292.229980,3292.229980,2821900,Amazon
2021-01-22,136.279999,139.850006,135.020004,139.070007,138.627029,114459400,Apple
2021-01-25,1920.670044,1929.579956,1867.530029,1899.400024,1899.400024,1927300,Google
2021-01-25,3328.500000,3363.889893,3243.149902,3294.000000,3294.000000,3749800,Amazon
2021-01-25,143.070007,145.089996,136.539993,142.919998,142.464767,157611700,Apple
2021-01-26,1888.839966,1925.000000,1884.244995,1917.239990,1917.239990,1313100,Google
2021-01-26,3296.360107,3338.000000,3282.870117,3326.129883,3326.129883,2955200,Amazon
2021-01-26,143.600006,144.300003,141.369995,143.160004,142.704010,98390600,Apple
2021-01-27,1882.530029,1890.000000,1809.000000,1830.790039,1830.790039,2748300,Google
2021-01-27,3341.489990,3346.520020,3207.080078,3232.580078,3232.580078,4660200,Amazon
2021-01-27,143.429993,144.300003,140.410004,142.059998,141.607513,140843800,Apple
2021-01-28,1843.939941,1898.829956,1842.640015,1863.109985,1863.109985,1773100,Google
2021-01-28,3235.040039,3301.679932,3228.689941,3237.620117,3237.620117,3149200,Amazon
2021-01-28,139.520004,141.990005,136.699997,137.089996,136.653336,142621100,Apple
2021-01-29,1846.170044,1857.280029,1810.199951,1835.739990,1835.739990,1612600,Google
2021-01-29,3230.000000,3236.989990,3184.550049,3206.199951,3206.199951,4293600,Amazon
2021-01-29,135.830002,136.740005,130.210007,131.960007,131.539673,177523800,Apple
2021-02-01,1853.569946,1922.391968,1850.930054,1901.349976,1901.349976,1602200,Google
2021-02-01,3242.360107,3350.260010,3235.030029,3342.879883,3342.879883,4160200,Amazon
2021-02-01,133.750000,135.380005,130.929993,134.139999,133.712723,106239800,Apple
2021-02-02,1922.560059,1955.760010,1914.489990,1927.510010,1927.510010,2273700,Google
2021-02-02,3380.000000,3427.739990,3361.129883,3380.000000,3380.000000,7098600,Amazon
2021-02-02,135.729996,136.309998,134.610001,134.990005,134.560028,83305400,Apple
2021-02-03,2073.000000,2116.500000,2018.380005,2070.070068,2070.070068,4118200,Google
2021-02-03,3425.010010,3434.000000,3308.620117,3312.530029,3312.530029,7088800,Amazon
2021-02-03,135.759995,135.770004,133.610001,133.940002,133.513382,89880900,Apple
2021-02-04,2068.889893,2078.550049,2042.589966,2062.370117,2062.370117,1852300,Google
2021-02-04,3330.000000,3347.000000,3277.750000,3331.000000,3331.000000,3670700,Amazon
2021-02-04,136.300003,137.399994,134.589996,137.389999,136.952377,84183100,Apple
2021-02-05,2070.000000,2102.510010,2059.330078,2098.000000,2098.000000,1535100,Google
2021-02-05,3319.000000,3377.000000,3302.709961,3352.149902,3352.149902,3620800,Amazon
2021-02-05,137.350006,137.419998,135.860001,136.759995,136.528091,75693800,Apple
2021-02-08,2105.909912,2123.547119,2072.000000,2092.909912,2092.909912,1241900,Google
2021-02-08,3358.500000,3365.000000,3304.000000,3322.939941,3322.939941,3257400,Amazon
2021-02-08,136.029999,136.960007,134.919998,136.910004,136.677841,71297200,Apple
2021-02-09,2078.540039,2105.129883,2078.540039,2083.510010,2083.510010,889900,Google
2021-02-09,3312.489990,3338.000000,3297.840088,3305.000000,3305.000000,2203500,Amazon
2021-02-09,136.619995,137.880005,135.850006,136.009995,135.779358,76774200,Apple
2021-02-10,2094.209961,2108.370117,2063.090088,2095.379883,2095.379883,1135500,Google
2021-02-10,3314.000000,3317.949951,3254.000000,3286.580078,3286.580078,3151600,Amazon
2021-02-10,136.479996,136.990005,134.399994,135.389999,135.160416,73046600,Apple
2021-02-11,2099.510010,2102.030029,2077.320068,2095.889893,2095.889893,945700,Google
2021-02-11,3292.000000,3292.000000,3248.060059,3262.129883,3262.129883,2301400,Amazon
2021-02-11,135.899994,136.389999,133.770004,135.130005,134.900864,64280000,Apple
2021-02-12,2090.250000,2108.820068,2083.129883,2104.110107,2104.110107,855700,Google
2021-02-12,3250.000000,3280.250000,3233.310059,3277.709961,3277.709961,2335300,Amazon
2021-02-12,134.350006,135.529999,133.690002,135.369995,135.140442,60145100,Apple
2021-02-16,2104.360107,2152.679932,2104.360107,2121.899902,2121.899902,1133800,Google
2021-02-16,3254.050049,3308.300049,3253.590088,3268.949951,3268.949951,2574700,Amazon
2021-02-16,135.490005,136.009995,132.789993,133.190002,132.964157,80576300,Apple
2021-02-17,2100.000000,2133.659912,2098.919922,2128.310059,2128.310059,1070900,Google
2021-02-17,3263.600098,3320.909912,3259.500000,3308.639893,3308.639893,3297500,Amazon
2021-02-17,131.250000,132.220001,129.470001,130.839996,130.618134,97918500,Apple
